Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,mean_time
32,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1905,Male,4,Laboratory Technician,Married,37300,1.0,Y,25,8,1,8.0,4,8,6,3,3.0,1.0,4.0,3,4,"7,5365"
36,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,1906,Male,3,Sales Executive,Married,22320,1.0,Y,12,8,1,16.0,2,16,3,7,3.0,4.0,3.0,3,3,"9,4441"
33,No,Travel_Rarely,Research & Development,1,4,Medical,1,1907,Female,4,Manufacturing Director,Single,44650,0.0,Y,13,8,0,6.0,3,5,1,4,2.0,4.0,3.0,3,3,"5,8074"
37,Yes,Travel_Rarely,Sales,10,4,Marketing,1,1908,Female,3,Human Resources,Married,30720,5.0,Y,14,8,0,17.0,3,14,11,7,1.0,3.0,1.0,2,3,"5,7233"
45,No,Non-Travel,Research & Development,8,1,Life Sciences,1,1909,Male,2,Sales Executive,Married,33190,1.0,Y,12,8,1,9.0,3,9,0,8,3.0,2.0,2.0,3,3,"6,0387"
29,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,1910,Male,1,Sales Representative,Married,192020,1.0,Y,12,8,0,3.0,5,3,0,2,3.0,,3.0,3,3,"7,5161"
35,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,1911,Male,3,Laboratory Technician,Married,136750,1.0,Y,15,8,3,5.0,5,5,1,0,3.0,3.0,3.0,2,3,"5,8998"
52,No,Travel_Rarely,Research & Development,5,4,Other,1,1912,Male,1,Laboratory Technician,Married,29110,2.0,Y,17,8,2,26.0,3,9,7,8,4.0,4.0,,3,3,"6,8818"
58,Yes,Travel_Rarely,Sales,9,2,Medical,1,1913,Female,4,Sales Executive,Single,59570,4.0,Y,14,8,1,7.0,2,1,0,0,4.0,3.0,3.0,1,3,"7,3426"
53,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,1914,Male,1,Manager,Divorced,39200,6.0,Y,16,8,1,22.0,3,17,15,2,3.0,3.0,4.0,3,3,"5,9845"
30,No,Travel_Rarely,Sales,3,4,Marketing,1,1915,Male,1,Sales Executive,Divorced,64340,5.0,Y,14,8,1,10.0,3,8,7,7,3.0,3.0,4.0,2,3,"7,7853"
38,No,Non-Travel,Sales,4,3,Life Sciences,1,1916,Male,2,Research Director,Single,100480,1.0,Y,23,8,1,6.0,2,5,1,3,3.0,4.0,3.0,3,4,"7,8471"
35,No,Travel_Rarely,Sales,1,2,Life Sciences,1,1917,Female,2,Healthcare Representative,Divorced,109380,6.0,Y,14,8,2,12.0,2,10,0,8,4.0,4.0,3.0,1,3,"6,6468"
39,No,Travel_Rarely,Sales,1,1,Marketing,1,1918,Male,2,Research Scientist,Single,23400,0.0,Y,11,8,1,9.0,2,8,0,7,1.0,3.0,3.0,2,3,"6,1314"
40,Yes,Non-Travel,Research & Development,2,4,Life Sciences,1,1919,Male,1,Human Resources,Single,65450,4.0,Y,15,8,0,22.0,2,1,0,0,2.0,2.0,2.0,3,3,"8,8102"
47,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,1920,Male,3,Sales Executive,Divorced,69310,1.0,Y,11,8,0,20.0,3,19,2,7,3.0,3.0,4.0,3,3,"9,706"
36,No,Non-Travel,Sales,28,1,Life Sciences,1,1921,Male,2,Research Scientist,Divorced,48980,4.0,Y,13,8,1,12.0,3,7,0,7,1.0,4.0,3.0,3,3,"6,5732"
31,Yes,Non-Travel,Research & Development,28,4,Medical,1,1922,Male,2,Research Scientist,Single,25930,0.0,Y,21,8,0,4.0,2,3,1,2,3.0,1.0,3.0,3,4,"7,7691"
33,No,Non-Travel,Sales,15,3,Other,1,1923,Male,4,Research Director,Single,194360,1.0,Y,19,8,2,10.0,4,10,6,0,4.0,3.0,3.0,3,3,"7,3736"
29,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,1,1924,Male,1,Sales Executive,Single,27230,6.0,Y,11,8,1,3.0,2,0,0,0,4.0,1.0,3.0,2,3,"10,1747"
33,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,1925,Male,2,Laboratory Technician,Single,34790,3.0,Y,12,8,0,5.0,3,3,0,2,2.0,4.0,3.0,3,3,"6,973"
45,No,Travel_Rarely,Research & Development,26,1,Medical,1,1926,Female,3,Healthcare Representative,Divorced,27940,3.0,Y,19,8,1,8.0,2,5,0,2,4.0,4.0,3.0,3,3,"6,3804"
50,No,Travel_Rarely,Sales,10,1,Life Sciences,1,1927,Female,1,Manufacturing Director,Divorced,52490,9.0,Y,21,8,2,32.0,2,5,1,3,4.0,4.0,2.0,2,4,"6,9499"
33,No,Travel_Frequently,Sales,1,3,Marketing,1,1928,Male,2,Human Resources,Married,21760,1.0,Y,14,8,1,6.0,2,6,1,2,3.0,2.0,3.0,2,3,"8,7228"
41,No,Travel_Frequently,Sales,11,3,Other,1,1929,Male,1,Laboratory Technician,Divorced,168720,2.0,Y,15,8,1,21.0,2,18,0,11,1.0,3.0,4.0,3,3,"7,2564"
27,No,Travel_Rarely,Research & Development,20,4,Other,1,1930,Male,2,Manufacturing Director,Married,34850,9.0,Y,17,8,2,4.0,2,2,2,2,3.0,2.0,3.0,3,3,"6,9503"
45,No,Non-Travel,Sales,2,3,Medical,1,1931,Female,1,Sales Executive,Married,66440,1.0,Y,12,8,0,9.0,3,9,0,8,4.0,1.0,3.0,4,3,"8,5167"
47,No,Travel_Rarely,Sales,18,4,Medical,1,1932,Female,2,Research Scientist,Single,55820,1.0,Y,16,8,0,9.0,3,9,0,7,4.0,4.0,3.0,3,3,"7,7259"
30,Yes,Travel_Rarely,Sales,2,3,Life Sciences,1,1933,Male,2,Healthcare Representative,Married,40000,4.0,Y,12,8,0,7.0,5,5,0,1,1.0,3.0,3.0,2,3,"9,7731"
50,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1934,Female,2,Sales Executive,Married,134960,3.0,Y,18,8,1,22.0,3,12,1,5,4.0,3.0,3.0,3,3,"9,2257"
38,No,Travel_Frequently,Research & Development,13,3,Technical Degree,1,1935,Male,1,Manufacturing Director,Married,32100,0.0,Y,17,8,2,3.0,5,2,0,2,3.0,3.0,2.0,2,3,"7,1416"
46,No,Travel_Rarely,Research & Development,28,3,Medical,1,1936,Female,3,Human Resources,Divorced,190450,6.0,Y,11,8,3,13.0,2,8,0,7,4.0,3.0,3.0,3,3,"6,7711"
24,No,Travel_Rarely,Sales,28,3,Life Sciences,1,1937,Female,1,Healthcare Representative,Divorced,118490,1.0,Y,16,8,1,5.0,3,4,3,2,4.0,3.0,3.0,3,3,"6,2365"
35,Yes,Travel_Rarely,Sales,24,3,Medical,1,1938,Male,3,Healthcare Representative,Divorced,20700,1.0,Y,13,8,3,5.0,1,4,0,2,3.0,2.0,1.0,2,3,"9,2189"
31,No,Travel_Frequently,Research & Development,5,2,Technical Degree,1,1939,Male,2,Sales Executive,Married,65020,1.0,Y,12,8,0,4.0,3,4,0,3,3.0,1.0,3.0,3,3,"5,9704"
18,No,Non-Travel,Sales,5,4,Other,1,1940,Male,2,Manager,Single,32300,1.0,Y,12,8,1,0.0,3,0,0,0,2.0,4.0,3.0,3,3,"5,7887"
54,No,Travel_Rarely,Sales,23,3,Medical,1,1941,Female,1,Laboratory Technician,Married,136030,8.0,Y,13,8,1,22.0,2,10,0,8,3.0,3.0,3.0,3,3,"6,3087"
35,No,Travel_Rarely,Research & Development,6,4,Medical,1,1942,Female,1,Manufacturing Director,Divorced,119960,1.0,Y,19,8,2,16.0,3,16,10,1,3.0,3.0,2.0,3,3,"9,2519"
30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1943,Female,5,Healthcare Representative,Married,56050,0.0,Y,12,8,1,9.0,0,8,1,7,2.0,1.0,2.0,2,3,"9,896"
20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1944,Female,2,Research Scientist,Single,63970,1.0,Y,17,8,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,"7,6439"
30,Yes,Travel_Frequently,Research & Development,8,4,Medical,1,1945,Male,1,Sales Executive,Single,191440,0.0,Y,11,8,0,4.0,3,3,1,2,2.0,2.0,3.0,3,3,"7,3814"
26,No,Travel_Rarely,Sales,1,3,Marketing,1,1946,Female,2,Research Scientist,Married,175840,1.0,Y,20,8,0,8.0,2,8,1,3,4.0,4.0,3.0,3,4,"7,4295"
22,No,Travel_Rarely,Research & Development,8,3,Other,1,1947,Male,2,Sales Representative,Married,49070,1.0,Y,21,8,1,4.0,2,4,1,1,2.0,1.0,2.0,3,4,"6,8039"
48,No,Travel_Rarely,Human Resources,2,4,Medical,1,1948,Male,2,Sales Executive,Single,45540,2.0,Y,11,8,2,19.0,3,2,2,2,1.0,3.0,3.0,3,3,"7,5677"
48,No,Travel_Rarely,Sales,3,3,Medical,1,1949,Male,1,Research Director,Single,54150,7.0,Y,11,8,1,27.0,1,15,4,8,3.0,3.0,3.0,3,3,"6,0052"
41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1950,Male,2,Research Scientist,Single,47410,6.0,Y,16,8,0,8.0,3,2,2,1,4.0,3.0,3.0,3,3,"6,7737"
39,No,Travel_Rarely,Sales,2,3,Life Sciences,1,1951,Male,3,Human Resources,Married,21150,1.0,Y,18,8,0,21.0,3,21,11,8,4.0,4.0,3.0,4,3,"6,9818"
27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1952,Male,2,Human Resources,Married,31610,0.0,Y,13,8,2,4.0,0,3,2,2,1.0,4.0,3.0,3,3,"7,035"
35,No,Travel_Rarely,Sales,24,3,Medical,1,1953,Male,5,Sales Executive,Divorced,57450,1.0,Y,17,8,3,3.0,4,3,1,2,2.0,4.0,2.0,3,3,"6,4875"
42,No,Travel_Rarely,Research & Development,23,4,Other,1,1954,Male,1,Research Scientist,Married,23730,6.0,Y,14,8,1,21.0,3,1,0,0,4.0,3.0,,4,3,"7,4937"
50,No,Travel_Rarely,Sales,27,3,Medical,1,1955,Male,2,Sales Executive,Married,33100,4.0,Y,22,8,1,8.0,3,1,0,0,1.0,4.0,3.0,4,4,"5,7105"
59,No,Travel_Rarely,Research & Development,16,4,Medical,1,1956,Female,5,Laboratory Technician,Single,186650,3.0,Y,12,8,0,30.0,3,5,4,3,3.0,4.0,3.0,2,3,"9,9118"
37,Yes,Travel_Rarely,Sales,15,3,Marketing,1,1957,Male,2,Laboratory Technician,Married,44850,5.0,Y,11,8,1,15.0,2,1,0,0,1.0,2.0,1.0,4,3,"6,382"
55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,1,1958,Female,2,Sales Executive,Married,27890,3.0,Y,13,8,1,17.0,2,8,6,7,3.0,2.0,3.0,2,3,"8,3807"
41,No,Non-Travel,Research & Development,19,1,Life Sciences,1,1959,Male,2,Research Scientist,Divorced,58280,1.0,Y,13,8,0,21.0,0,21,5,10,2.0,3.0,3.0,3,3,"5,9091"
38,No,Travel_Rarely,Research & Development,24,2,Other,1,1960,Female,1,Laboratory Technician,Single,23260,8.0,Y,14,8,0,19.0,3,1,0,0,2.0,4.0,3.0,4,3,"8,1599"
26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,1,1961,Female,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2,2,2.0,1.0,3.0,2,3,"7,2167"
52,Yes,Travel_Rarely,Research & Development,5,4,Medical,1,1962,Female,4,Human Resources,Married,14200,1.0,Y,13,8,1,33.0,2,32,6,9,1.0,4.0,3.0,4,3,"5,8003"
44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1963,Female,1,Healthcare Representative,Married,80200,3.0,Y,11,8,1,23.0,2,12,11,11,4.0,4.0,3.0,3,3,"10,2468"
50,No,Non-Travel,Human Resources,2,2,Life Sciences,1,1964,Male,1,Laboratory Technician,Married,36880,0.0,Y,11,8,0,19.0,3,18,0,13,4.0,3.0,3.0,2,3,"5,9837"
36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,1,1965,Male,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,17,15,14,3.0,1.0,3.0,3,3,"7,466"
39,No,Travel_Frequently,Sales,11,3,Marketing,1,1966,Male,1,Sales Executive,Single,160150,1.0,Y,11,8,0,21.0,3,21,2,8,4.0,1.0,3.0,4,3,"10,081"
33,No,Non-Travel,Sales,9,2,Technical Degree,1,1967,Male,5,Sales Representative,Single,12000,0.0,Y,11,8,1,3.0,3,2,2,2,2.0,4.0,2.0,3,3,"7,1225"
45,No,Travel_Rarely,Research & Development,7,2,Other,1,1968,Male,1,Human Resources,Married,56610,3.0,Y,12,8,0,26.0,2,9,1,1,4.0,4.0,4.0,2,3,"7,0466"
32,No,Non-Travel,Research & Development,15,3,Medical,1,1969,Male,2,Manager,Single,69290,9.0,Y,20,8,0,10.0,6,8,7,7,4.0,3.0,3.0,1,4,"6,7939"
34,No,Travel_Rarely,Sales,6,4,Marketing,1,1970,Male,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,15,0,9,2.0,4.0,2.0,2,3,"6,6379"
59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1971,Male,2,Research Scientist,Married,56740,3.0,Y,12,8,0,14.0,6,6,0,4,2.0,4.0,1.0,3,3,"7,9067"
45,No,Travel_Rarely,Research & Development,16,1,Medical,1,1972,Male,2,Sales Executive,Single,54840,1.0,Y,20,8,3,6.0,6,6,0,4,2.0,2.0,3.0,3,4,"6,5441"
53,No,Travel_Frequently,Sales,8,2,Medical,1,1973,Male,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,15,6,12,3.0,2.0,3.0,4,4,"7,2071"
36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1974,Female,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,1,0,0,1.0,3.0,2.0,3,3,"5,5941"
26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,1975,Male,2,Research Scientist,Married,48210,6.0,Y,14,8,2,6.0,2,3,1,2,1.0,1.0,3.0,3,3,"7,9661"
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1976,Male,1,Sales Representative,Married,64100,1.0,Y,13,8,1,1.0,5,1,0,0,3.0,3.0,3.0,2,3,"9,083"
28,No,Travel_Rarely,Research & Development,10,3,Other,1,1977,Male,2,Sales Representative,Married,52100,1.0,Y,15,8,0,1.0,1,1,0,0,4.0,2.0,3.0,4,3,"7,6155"
38,No,Travel_Frequently,Sales,9,4,Medical,1,1978,Male,2,Research Scientist,Married,26950,3.0,Y,14,8,1,8.0,4,2,2,2,3.0,3.0,3.0,1,3,"7,2985"
50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1979,Male,1,Sales Executive,Married,118780,2.0,Y,13,8,1,29.0,2,8,7,7,2.0,3.0,2.0,3,3,"9,4802"
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1980,Male,1,Laboratory Technician,Single,170680,3.0,Y,23,8,0,8.0,6,4,0,1,4.0,2.0,2.0,3,4,"6,7506"
40,No,Travel_Rarely,Human Resources,2,3,Medical,1,1981,Male,5,Sales Executive,Married,24550,1.0,Y,15,8,1,8.0,2,7,7,5,3.0,1.0,2.0,3,3,"5,516"
26,No,Travel_Frequently,Research & Development,3,3,Medical,1,1982,Male,2,Laboratory Technician,Divorced,139640,1.0,Y,11,8,2,5.0,1,5,1,3,1.0,3.0,3.0,2,3,"7,3338"
46,No,Travel_Rarely,Research & Development,2,1,Medical,1,1983,Female,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,2,2,4.0,4.0,3.0,2,3,"7,1485"
54,No,Travel_Rarely,Research & Development,5,3,Medical,1,1984,Female,2,Manufacturing Director,Married,24780,6.0,Y,11,8,0,13.0,0,9,7,0,3.0,3.0,3.0,3,3,"7,0483"
56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,1985,Female,2,Manufacturing Director,Married,52280,2.0,Y,11,8,0,18.0,4,5,0,3,1.0,3.0,3.0,3,3,"6,5743"
36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,1986,Female,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,14,7,8,4.0,4.0,2.0,3,3,"6,1903"
55,No,Non-Travel,Research & Development,2,3,Medical,1,1987,Female,2,Manager,Single,75470,7.0,Y,16,8,0,31.0,2,9,6,2,3.0,1.0,4.0,2,3,"5,9082"
43,No,Travel_Rarely,Sales,25,2,Life Sciences,1,1988,Male,3,Research Scientist,Divorced,50550,5.0,Y,22,8,0,18.0,2,1,0,0,3.0,4.0,3.0,2,4,"7,504"
20,Yes,Travel_Frequently,Sales,8,3,Marketing,1,1989,Male,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,0,2,4.0,4.0,3.0,2,4,"8,5811"
21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1990,Male,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,1,1,0,3.0,1.0,2.0,3,3,"6,2182"
46,No,Travel_Rarely,Sales,12,3,Marketing,1,1991,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,4.0,1.0,3.0,3,3,"10,7065"
51,Yes,Travel_Rarely,Sales,23,3,Medical,1,1992,Female,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,10,2,7,1.0,3.0,4.0,3,4,"8,127"
28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,1,1993,Female,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,10,1,9,2.0,1.0,2.0,2,3,"7,1832"
26,No,Travel_Rarely,Research & Development,5,4,Medical,1,1994,Female,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,5,1,3,1.0,1.0,3.0,1,3,"7,2796"
30,No,Travel_Rarely,Research & Development,8,3,Medical,1,1995,Female,1,Sales Executive,Married,183000,0.0,Y,14,8,0,7.0,6,6,0,2,3.0,1.0,2.0,3,3,"6,0898"
41,No,Travel_Rarely,Sales,1,4,Life Sciences,1,1996,Female,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,10,0,8,2.0,3.0,3.0,4,3,"7,7667"
38,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,1997,Male,1,Sales Executive,Married,63490,,Y,11,8,0,20.0,3,19,1,9,3.0,3.0,2.0,3,3,"6,9967"
40,No,Travel_Rarely,Sales,1,4,Marketing,1,1998,Male,1,Sales Executive,Married,48690,4.0,Y,12,8,0,14.0,2,11,11,1,1.0,4.0,3.0,3,3,"7,4147"
27,No,Non-Travel,Sales,11,3,Technical Degree,1,1999,Female,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,3,1,2,1.0,3.0,3.0,2,3,"7,7347"
55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,1,2000,Male,3,Laboratory Technician,Married,36970,3.0,Y,13,8,1,23.0,1,3,1,2,4.0,2.0,3.0,3,3,"6,4618"
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2001,Male,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,8,1,7,3.0,3.0,4.0,4,3,"6,3835"
44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,2002,Female,2,Sales Executive,Married,21190,9.0,Y,15,8,0,24.0,3,20,3,6,2.0,1.0,3.0,3,3,"5,6757"
33,No,Travel_Rarely,Sales,23,4,Marketing,1,2003,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2,4.0,4.0,3.0,3,3,"6,2265"
35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,2004,Male,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,8,4,7,4.0,1.0,3.0,2,4,"9,2711"
33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,2005,Female,1,Sales Executive,Single,62140,1.0,Y,19,8,2,14.0,3,13,3,8,1.0,3.0,3.0,3,3,"7,5286"
28,No,Travel_Rarely,Human Resources,1,1,Human Resources,1,2006,Male,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,4,2,2,1.0,3.0,2.0,3,3,"6,494"
34,No,Travel_Frequently,Sales,29,4,Marketing,1,2007,Male,1,Research Scientist,Single,115100,0.0,Y,14,8,1,7.0,5,6,0,4,1.0,4.0,2.0,3,3,"6,4242"
37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,2008,Male,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,1,0,0,4.0,4.0,3.0,2,4,"10,3795"
25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,1,2009,Female,2,Research Scientist,Married,82680,1.0,Y,12,8,0,7.0,3,7,5,6,4.0,4.0,4.0,2,3,"10,2111"
26,Yes,Travel_Rarely,Sales,8,2,Marketing,1,2010,Male,2,Sales Executive,Divorced,80950,1.0,Y,15,8,0,1.0,3,1,0,0,1.0,3.0,2.0,4,3,"7,2891"
33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2011,Male,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,2,2,1.0,2.0,3.0,3,3,"10,0521"
42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,2012,Male,4,Research Scientist,Married,60320,0.0,Y,14,8,0,23.0,2,22,13,7,4.0,1.0,3.0,2,3,"6,5622"
28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,2013,Male,2,Manager,Divorced,29760,1.0,Y,14,8,0,1.0,3,1,0,0,1.0,2.0,3.0,3,3,"5,9785"
50,Yes,Travel_Frequently,Research & Development,1,4,Medical,1,2014,Male,2,Research Scientist,Single,159920,3.0,Y,14,8,0,5.0,3,0,0,0,4.0,3.0,3.0,3,3,"9,8757"
33,No,Travel_Frequently,Sales,9,3,Medical,1,2015,Female,2,Research Scientist,Married,46490,0.0,Y,12,8,0,4.0,2,3,0,2,4.0,2.0,3.0,2,3,"7,5901"
34,No,Non-Travel,Sales,1,1,Marketing,1,2016,Female,2,Research Director,Married,26960,3.0,Y,23,8,0,6.0,3,0,0,0,3.0,4.0,3.0,3,4,"6,9338"
48,No,Non-Travel,Sales,2,1,Life Sciences,1,2017,Male,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,5,2,1,1.0,4.0,,3,3,"5,8251"
45,No,Non-Travel,Research & Development,1,3,Medical,1,2018,Female,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,15,4,12,2.0,3.0,3.0,3,3,"5,7785"
52,No,Travel_Rarely,Sales,1,3,Life Sciences,1,2019,Male,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,8,4,0,2.0,2.0,3.0,3,3,"7,3696"
38,No,Travel_Rarely,Research & Development,6,2,Medical,1,2020,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7,3.0,3.0,3.0,2,3,"10,263"
29,No,Travel_Rarely,Research & Development,8,3,Medical,1,2021,Female,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,1,7,3.0,4.0,3.0,4,3,"6,137"
28,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,2022,Female,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,9,1,7,4.0,2.0,2.0,3,3,"6,4374"
46,No,Travel_Rarely,Research & Development,6,4,Medical,1,2023,Male,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,12,4,9,1.0,3.0,3.0,3,3,"5,8029"
38,No,Travel_Rarely,Research & Development,7,4,Medical,1,2024,Male,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,1,0,0,4.0,2.0,3.0,3,4,"6,8451"
43,No,Travel_Frequently,Research & Development,5,3,Medical,1,2025,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1,3.0,1.0,3.0,3,3,"6,8714"
39,Yes,Travel_Frequently,Sales,1,3,Marketing,1,2026,Male,2,Healthcare Representative,Divorced,67550,7.0,Y,14,8,1,21.0,2,18,11,5,1.0,4.0,3.0,3,3,"6,6313"
40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,2027,Male,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,20,4,9,3.0,3.0,4.0,3,3,"5,8637"
21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2028,Female,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,2,2,4.0,2.0,4.0,2,3,"9,7482"
39,No,Non-Travel,Research & Development,6,3,Life Sciences,1,2029,Male,1,Laboratory Technician,Single,28510,9.0,Y,15,8,0,9.0,2,5,0,3,3.0,2.0,2.0,3,3,"6,0625"
36,No,Non-Travel,Research & Development,1,3,Medical,1,2030,Male,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,11,0,9,1.0,4.0,3.0,4,3,"6,9243"
31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,2031,Male,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,2,2,3.0,4.0,3.0,3,3,"6,3991"
28,No,Travel_Rarely,Sales,2,4,Marketing,1,2032,Male,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,5,0,4,1.0,2.0,1.0,3,3,"7,1532"
35,No,Travel_Frequently,Research & Development,9,2,Other,1,2033,Female,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,5,0,2,4.0,4.0,3.0,3,3,"6,0192"
49,No,Travel_Rarely,Sales,2,2,Medical,1,2034,Female,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,9,2,3,4.0,2.0,3.0,2,4,"6,8909"
34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,2035,Male,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,3,0,2,4.0,3.0,2.0,2,3,"7,7816"
29,No,Travel_Frequently,Research & Development,1,4,Medical,1,2036,Male,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,7,1,1,4.0,2.0,2.0,1,3,"6,8339"
42,No,Travel_Rarely,Sales,21,2,Life Sciences,1,2037,Female,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,1,0,0,2.0,4.0,3.0,4,3,"6,6841"
29,No,Travel_Rarely,Sales,4,2,Other,1,2038,Female,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,10,1,2,2.0,4.0,2.0,1,4,"10,4316"
38,No,Travel_Rarely,Research & Development,1,3,Medical,1,2039,Female,1,Human Resources,Married,38160,1.0,Y,13,8,2,7.0,2,7,5,0,3.0,3.0,4.0,2,3,"6,0507"
28,No,Travel_Frequently,Sales,6,4,Life Sciences,1,2040,Male,1,Manager,Divorced,52530,1.0,Y,15,8,0,3.0,2,3,0,2,3.0,3.0,3.0,3,3,"10,5082"
18,Yes,Non-Travel,Research & Development,2,4,Medical,1,2041,Male,3,Laboratory Technician,Single,109650,1.0,Y,18,8,0,0.0,5,0,0,0,3.0,3.0,3.0,4,3,"6,4011"
33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,2042,Male,1,Sales Executive,Single,49360,0.0,Y,14,8,0,6.0,2,5,0,3,1.0,1.0,3.0,2,3,"8,8532"
